a_account_type,a_fund_seg1,master_object,master_project,master_org,account_name,department,division,cy_revised,ly_actual,ly_actual_closed,ly2_actual,object_name,character_code,character_code_name,org_name,default_year,default_period,munis_year,munis_period,fund_name,dept_name,division_name,budget_projection_used,budget_org,budget_object,budget_project,ny_budget_prelim,ny_budget_adopted,ny2_budget_prelim,ny2_budget_adopted
R,1,342101, ,1252120,Vehicle Impound Adm. Fee      ,8,12,0,-12300,-12300,-11700,Vehicle Impound Adm. Fee      ,34,CHARGES FOR SERVICES,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,342101, ,-15000,-15000,-15000,-15000
R,1,345810, ,1455850,Site Dvlpment/NPDES Inspection,13,14,-30000,-37839.2,-37839.2,-31642.5,Site Dvlpment/NPDES Inspection,34,CHARGES FOR SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,345810, ,-35000,-35000,-35000,-35000
R,1,345820, ,1555860,Fee in Lieu of Parking        ,13,15,0,0,0,0,Fee in Lieu of Parking        ,34,CHARGES FOR SERVICES,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,345820, ,0,0,0,0
R,1,345830, ,1555860,Planning & Devel Fees/Charges ,13,15,-135000,-168802.39,-168802.39,-152317.2,Planning & Devel Fees/Charges ,34,CHARGES FOR SERVICES,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,345830, ,-220000,-220000,-225000,-225000
R,1,345831, ,1455850,Plan Review Fees (Bldg Dept)  ,13,14,-260000,-308970.09,-308970.09,-331680.67,Plan Review Fees (Bldg Dept)  ,34,CHARGES FOR SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,345831, ,-245000,-245000,-250000,-250000
R,1,345832, ,1455850,Plan Review Mechanical Permit ,13,14,-15000,-14734.7,-14734.7,-32581.47,Plan Review Mechanical Permit ,34,CHARGES FOR SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,345832, ,-20000,-20000,-20000,-20000
R,1,345833, ,1455850,Plan Review Plumbing Permit   ,13,14,-15000,-15602.11,-15602.11,-9606.98,Plan Review Plumbing Permit   ,34,CHARGES FOR SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,345833, ,-10000,-10000,-10000,-10000
R,1,345834, ,1455850,Plan Review Electrical Permi  ,13,14,-10000,-11841.11,-11841.11,-18770.98,Plan Review Electrical Permi  ,34,CHARGES FOR SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,345834, ,-10000,-10000,-10000,-10000
R,1,345892, ,1555860,Appeals - Hearng Examnr Decisn,13,15,0,-320,-320,0,Appeals - Hearng Examnr Decisn,34,CHARGES FOR SERVICES,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,345892, ,0,0,0,0
R,1,345893, ,1354190,Engrg Review - Reimbrsbl      ,11,13,-70000,-59198.18,-59198.18,-42882.13,Engrg Review - Reimbrsbl      ,34,CHARGES FOR SERVICES,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,345893, ,-70000,-70000,-70000,-70000
R,1,345894, ,1354190,Franchise Review Adm. Svcs    ,11,13,0,-750,-750,-5000,Franchise Review Adm. Svcs    ,34,CHARGES FOR SERVICES,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,345894, ,0,0,0,0
R,1,347600, ,1757100,Rec - Youth & Family          ,14,17,-70000,-76700.04,-76700.04,-95409.38,Rec - Youth & Family          ,34,CHARGES FOR SERVICES,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,347600, ,-80000,-80000,-80000,-80000
R,1,347601, ,1757100,Day Camp                      ,14,17,-145000,-151064.15,-151064.15,-144829.3,Day Camp                      ,34,CHARGES FOR SERVICES,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,347601, ,-150000,-150000,-150000,-150000
R,1,347605, ,1757100,Rec - Adults                  ,14,17,-85000,-76925.61,-76925.61,-77657.5,Rec - Adults                  ,34,CHARGES FOR SERVICES,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,347605, ,-85000,-85000,-85000,-85000
R,1,347606, ,1756900,Rec - Seniors                 ,14,17,-60000,-55915.36,-55915.36,-59989.33,Rec - Seniors                 ,34,CHARGES FOR SERVICES,Senior Services               ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1756900,347606, ,-50000,-50000,-50000,-50000
R,1,347607, ,1756900,Senior Programs Annual Dues   ,14,17,-5000,-1910,-1910,-5410,Senior Programs Annual Dues   ,34,CHARGES FOR SERVICES,Senior Services               ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1756900,347607, ,0,0,0,0
R,1,347620, ,1757100,Rec - Moshier Arts            ,14,17,-125000,-122142.5,-122142.5,-122584.97,Rec - Moshier Arts            ,34,CHARGES FOR SERVICES,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,347620, ,-130000,-130000,-130000,-130000
R,1,347910, ,1757100,Strawberry Festival Vendors   ,14,17,-20000,-18856.74,-18856.74,-17356.89,Event Vendors                 ,34,CHARGES FOR SERVICES,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,347910, ,0,0,0,0
R,1,352300, ,951250,Proof of Motor Vehicle Ins    ,4,9,0,-569.2,-569.2,-922.64,Proof of Motor Vehicle Ins    ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,352300, ,0,0,0,0
R,1,352900, ,951250,Other Civil Penalties         ,4,9,0,0,0,-759,Other Civil Penalties         ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,352900, ,0,0,0,0
R,1,353100, ,951250,Traffic Infraction Penalties  ,4,9,-200000,-54854.77,-54854.77,-64971.33,Traffic Infraction Penalties  ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,353100, ,-200000,-200000,-205000,-205000
R,1,353110, ,951250,Red Light Photo Citations     ,4,9,0,-1490.29,-1490.29,-1658.57,Red Light Photo Citations     ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,353110, ,0,0,0,0
R,1,353700, ,951250,Other Infractions             ,4,9,0,-633.13,-633.13,-331.48,Other Infractions             ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,353700, ,0,0,0,0
R,1,354000, ,951250,Civil Parking Infractions     ,4,9,0,-52639.89,-52639.89,-59271.33,Civil Parking Infractions     ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,354000, ,0,0,0,0
R,1,355200, ,951250,Driving Under Influence (DUI) ,4,9,0,-11672.65,-11672.65,-22009.87,Driving Under Influence (DUI) ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,355200, ,0,0,0,0
R,1,355800, ,951250,Other Criminal Traffic Misdeme,4,9,0,-15509.31,-15509.31,-12616.29,Other Criminal Traffic Misdeme,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,355800, ,0,0,0,0
R,1,356900, ,951250,Other Criminal Non-traffic    ,4,9,0,-4983.76,-4983.76,276.82,Other Criminal Non-traffic    ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,356900, ,0,0,0,0
R,1,357330, ,951250,Public Defense Cost - Court   ,4,9,0,0,0,0,Public Defense Cost - Court   ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,357330, ,0,0,0,0
R,1,357331, ,951250,Public Defender Recoupment    ,4,9,0,-170,-170,-1290,Public Defender Recoupment    ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,357331, ,0,0,0,0
R,1,357350, ,951250,Court Interpreter Cost        ,4,9,0,0,0,-73.68,Court Interpreter Cost        ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,357350, ,0,0,0,0
R,1,357370, ,951250,Court Cost Recoupment         ,4,9,0,-425.49,-425.49,-802.37,Court Cost Recoupment         ,35,FINES & PENALTIES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,357370, ,0,0,0,0
R,1,359001, ,100000,Penalty on Late Gambling Taxes,0,0,0,-2621.55,-2621.55,-836.68,Penalty on Late Gambling Taxes,35,FINES & PENALTIES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,359001, ,0,0,0,0
R,1,359080, ,1252120,False Alarm Fine              ,8,12,0,-24380,-24380,-15312.87,False Alarm Fine              ,35,FINES & PENALTIES,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,359080, ,0,0,0,0
R,1,359200, ,1051530,Nuisance and Abatement Fines  ,6,10,0,-3501.79,-3501.79,-5899.99,Nuisance and Abatement Fines  ,35,FINES & PENALTIES,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,359200, ,0,0,0,0
R,1,359300, ,955430,Fines & Fees - Pets           ,4,9,0,-8384.57,-8384.57,-6444.06,Fines & Fees - Pets           ,35,FINES & PENALTIES,Animal Control                ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,955430,359300, ,0,0,0,0
R,1,359600, ,100000,Utility Tax - Penalities & Int,0,0,0,-1953.95,-1953.95,0,Utility Tax - Penalities & Int,35,FINES & PENALTIES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,359600, ,0,0,0,0
R,1,361100, ,100000,Investment Interest           ,0,0,-100000,-192680.09,-192680.09,-73060.73,Investment Interest           ,36,MISC REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,361100, ,-400000,-400000,-400000,-400000
R,1,361400, ,100000,Sales Tax Interest            ,0,0,0,-8413.28,-8413.28,-5787.15,Sales Tax Interest            ,36,MISC REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,361400, ,0,0,0,0
R,1,361410, ,100000,Gambling Tax Interest         ,0,0,0,0,0,0,Gambling Tax Interest         ,36,MISC REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,361410, ,0,0,0,0
R,1,362050, ,1857680,Field Usage Fees              ,14,18,-40000,-38366,-38366,-33855.5,Field Usage Fees              ,36,MISC REVENUE,Parks Maintenance             ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857680,362050, ,-35000,-35000,-35000,-35000
R,1,362100, ,1857680,Seahurst Picnic Rentals       ,14,18,-20000,-20875,-20875,-18910,Seahurst Picnic Rentals       ,36,MISC REVENUE,Parks Maintenance             ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857680,362100, ,-25000,-25000,-25000,-25000
R,1,362300, ,1857550,BCC Facility Rental           ,14,18,-120000,-145438.25,-145438.25,-128893.75,BCC Facility Rental           ,36,MISC REVENUE,Parks Facilities              ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857550,362300, ,-175000,-175000,-175000,-175000
R,1,362310, ,1857550,Moshier Facility Rental       ,14,18,-10000,-8308,-8308,-7005,Moshier Facility Rental       ,36,MISC REVENUE,Parks Facilities              ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857550,362310, ,-10000,-10000,-10000,-10000
R,1,362320, ,1857550,Moshier Facility Lease        ,14,18,0,0,0,0,Moshier Facility Lease        ,36,MISC REVENUE,Parks Facilities              ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857550,362320, ,0,0,0,0
R,1,362350, ,1857550,BCC Annex Leases              ,14,18,0,0,0,0,Short Term Annex Rentals      ,36,MISC REVENUE,Parks Facilities              ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857550,362350, ,0,0,0,0
R,1,362500, ,100000,Other Leases - Long Term      ,0,0,-30000,-25061.38,-25061.38,-30131.21,Other Leases - Long Term      ,36,MISC REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,362500, ,-30000,-30000,-30000,-30000
R,1,362500, ,1657100,Other Leases - Long Term      ,14,16,0,0,0,0,Other Leases - Long Term      ,36,MISC REVENUE,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,362500, ,0,0,0,0
R,1,362510, ,1857550,BCC Annex Leases Taxable      ,14,18,-15000,-13176.12,-13176.12,-13176.12,Taxable Annex Leases          ,36,MISC REVENUE,Parks Facilities              ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857550,362510, ,-15000,-15000,-15000,-15000
R,1,362520, ,1857550,BCC Annex Leases - Exempt     ,14,18,-70000,-69195,-69195,-66135,Exempt Annex Lease            ,36,MISC REVENUE,Parks Facilities              ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857550,362520, ,-70000,-70000,-70000,-70000
R,1,362540, ,1857680,Seahurst Park Concessions     ,14,18,0,-867.31,-867.31,-822.34,Seahurst Park Concessions     ,36,MISC REVENUE,Parks Maintenance             ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857680,362540, ,0,0,0,0
R,1,367000, ,100000,Contributions & Donations     ,0,0,0,-5116,-5116,-1078,Contributions & Donations     ,36,MISC REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,367000, ,0,0,0,0
R,1,367012, ,1757100,Art & Event Sponsorships      ,14,17,0,-8939,-8939,-6316.47,Art & Event Sponsorships      ,36,MISC REVENUE,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,367012, ,0,0,0,0
R,1,367014, ,1756900,Senior Center Silver Fit Progr,14,17,0,-1194,-1194,-42,Senior Center Silver Fit Progr,36,MISC REVENUE,Senior Services               ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1756900,367014, ,0,0,0,0
R,1,367030, ,455870,Contributions - Wllnss Cluster,3,4,0,-142.95,-142.95,-1880.82,Contributions - Wllnss Cluster,36,MISC REVENUE,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,367030, ,0,0,0,0
R,1,367040, ,1757100,Parks Contributions/Donations ,14,17,0,-7319.01,-7319.01,-1274,Parks Contributions/Donations ,36,MISC REVENUE,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,367040, ,0,0,0,0
R,1,367100, ,1756900,Senior Program Donations      ,14,17,0,-2374.3,-2374.3,-3284.95,Senior Program Donations      ,36,MISC REVENUE,Senior Services               ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1756900,367100, ,0,0,0,0
R,1,369100, ,100000,Surplus - City Property       ,0,0,0,0,0,-3939,Surplus - City Property       ,36,MISC REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,369100, ,0,0,0,0
R,1,369300, ,1252120,Confiscated/Forfeited Property,8,12,-85000,-54516.49,-54516.49,-53071.19,Confiscated/Forfeited Property,36,MISC REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,369300, ,-55000,-55000,-55000,-55000
R,1,369400, ,100000,Judgments and Settlements     ,0,0,0,-500,-500,-4010.36,Judgments and Settlements     ,36,MISC REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,369400, ,0,0,0,0
R,1,369810, ,100000,Cash Over & Short             ,0,0,0,23.47,23.47,58.62,Cash Over & Short             ,36,MISC REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,369810, ,0,0,0,0
R,1,369910, ,100000,Other Miscellaneous Revenue   ,0,0,-200000,-1292.67,-1292.67,-15710.05,Other Miscellaneous Revenue   ,36,MISC REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,369910, ,-200000,-200000,-200000,-200000
R,1,369910, ,1756900,Other Miscellaneous Revenue   ,14,17,-5000,0,0,-130,Other Miscellaneous Revenue   ,36,MISC REVENUE,Senior Services               ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1756900,369910, ,0,0,0,0
R,1,369910, ,1757100,Other Miscellaneous Revenue   ,14,17,0,0,0,0,Other Miscellaneous Revenue   ,36,MISC REVENUE,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,369910, ,0,0,0,0
R,1,395100, ,100000,Sale of Capital Assets        ,0,0,0,0,0,-4500000,Sale of Capital Assets        ,39,OTHER FIN SOURCES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,395100, ,0,0,0,0
R,1,397000, ,100000,Transfers In                  ,0,0,-80000,-80000,-80000,-173000,Transfers In                  ,39,OTHER FIN SOURCES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,397000, ,-80000,-80000,-80000,-80000
R,1,398000, ,100000,Insurance Recoveries          ,0,0,0,-22051.6,-22051.6,0,Insurance Recoveries          ,39,OTHER FIN SOURCES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,398000, ,0,0,0,0
R,101,308500, ,10100000,Beg Fund Balance - Assigned   ,0,0,-759855,0,0,0,Beg Fund Balance - Assigned   ,BF,BEG FD BAL,Street Fund Administration    ,2019,1,2018,12,STREET FUND,NON-DEPARTMENTAL,Fund Administration,18,10100000,308500, ,-1394350,-1394350,-1258435,-1258435
R,101,308900, ,10100000,Beg Fund Balance - Unassigned ,0,0,0,0,0,0,Beg Fund Balance - Unassigned ,BF,BEG FD BAL,Street Fund Administration    ,2019,1,2018,12,STREET FUND,NON-DEPARTMENTAL,Fund Administration,18,10100000,308900, ,0,0,0,0
R,101,316450, ,10100000,Solid Waste Utility Tax       ,0,0,-420000,-423580.4,-423580.4,-379974.2,Solid Waste Utility Tax       ,31,TAXES,Street Fund Administration    ,2019,1,2018,12,STREET FUND,NON-DEPARTMENTAL,Fund Administration,18,10100000,316450, ,-450000,-450000,-465000,-465000
R,101,318120, ,10100000,Parking Tax                   ,0,0,-250000,-244548,-244548,-247377,Parking Tax                   ,31,TAXES,Street Fund Administration    ,2019,1,2018,12,STREET FUND,NON-DEPARTMENTAL,Fund Administration,18,10100000,318120, ,-225000,-225000,-230000,-230000
R,101,321910, ,10100000,Franchise Fees                ,0,0,-905000,-895117.9,-895117.9,-844195.94,Franchise Fees                ,32,LICENSES & PERMITS,Street Fund Administration    ,2019,1,2018,12,STREET FUND,NON-DEPARTMENTAL,Fund Administration,18,10100000,321910, ,-915000,-915000,-945000,-945000
R,101,321990, ,10100000,Business Licenses             ,0,0,0,0,0,-307626.12,Business Licenses             ,32,LICENSES & PERMITS,Street Fund Administration    ,2019,1,2018,12,STREET FUND,NON-DEPARTMENTAL,Fund Administration,18,10100000,321990, ,0,0,0,0
R,101,322400, ,10100000,Right of Way Use Permit       ,0,0,-125000,-116293.25,-116293.25,0,Right of Way Use Permit       ,32,LICENSES & PERMITS,Street Fund Administration    ,2019,1,2018,12,STREET FUND,NON-DEPARTMENTAL,Fund Administration,18,10100000,322400, ,-130000,-130000,-135000,-135000
R,101,336060,71,1954230,Multimodal Transportation     ,11,19,-70000,-52566.77,-52566.77,-49944.09,State Shared Revenue          ,33,INTERGOVT REVENUE,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,336060,71,-75000,-75000,-75000,-75000
R,101,336060,71,1954230,Multimodal Transportation     ,11,19,-70000,-52566.77,-52566.77,-49944.09,State Shared Revenue          ,33,INTERGOVT REVENUE,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,336060,87,-1155000,-1155000,-1195000,-1195000
R,101,336060,87,1954230,Motor Vehicle Fuel Tax        ,11,19,-1085000,-1090831.31,-1090831.31,-1048864.46,State Shared Revenue          ,33,INTERGOVT REVENUE,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,336060,71,-75000,-75000,-75000,-75000
R,101,336060,87,1954230,Motor Vehicle Fuel Tax        ,11,19,-1085000,-1090831.31,-1090831.31,-1048864.46,State Shared Revenue          ,33,INTERGOVT REVENUE,Roadway Maintenance           ,2019,1,2018,12,STREET FUND,PUBLIC WORKS,Street Maintenance,18,1954230,336060,87,-1155000,-1155000,-1195000,-1195000
